article_index,article_title,article_date,sentence,category
32,Gaza’s Hospitals Face ‘Impossible’ Choices With Israel Evacuation Order,10/15/2023,"
While  hundreds  of  thousands  have  fled  to  the  southern  Gaza  Strip,  an  Israeli  airstrike  Sunday  morning  struck  a  home  in  the  town  of  Rafah  —  near  the  border  crossing  with  Egypt  where  people  are  amassing  in  hopes  of  being  able  to  flee  —  killing  17  members  of  a  family.
",palestine
32,Gaza’s Hospitals Face ‘Impossible’ Choices With Israel Evacuation Order,10/15/2023,"
The  family  was  among  55  families  killed  during  nine  days  of  airstrikes,  according  to  the  health  ministry.
",palestine
33,"Away from Gaza, violence also flares in the West Bank and East Jerusalem.",10/13/2023,"
At  least  49  Palestinians  have  been  killed,  and  an  additional  950  people  injured,  in  sporadic  clashes  with  Israeli  forces  and  settlers  that  have  broken  out  in  the  West  Bank  and  East  Jerusalem  since  Hamas  launched  a  deadly  attack  on  Israel  Saturday  morning.
",palestine
33,"Away from Gaza, violence also flares in the West Bank and East Jerusalem.",10/13/2023,"
Ten  of  the  people  were  killed  on  Friday  during  confrontations  with  Israeli  forces  that  took  place  at  several  locations  in  the  West  Bank  and  East  Jerusalem,  according  to  the  Palestinian  Health  Ministry.
",palestine
33,"Away from Gaza, violence also flares in the West Bank and East Jerusalem.",10/13/2023," At  least  246  Palestinians  have  been  killed,  many  in  gun  battles  with  Israeli  forces  carrying  out  raids  into  Palestinian  towns. ",palestine
33,"Away from Gaza, violence also flares in the West Bank and East Jerusalem.",10/13/2023,"
In  Qusra,  a  village  near  Hebron,  armed  settlers  killed  four  Palestinians  on  Wednesday,  according  to  the  Palestinian  Health  Ministry. ",palestine
33,"Away from Gaza, violence also flares in the West Bank and East Jerusalem.",10/13/2023," The  next  day  settlers  and  Israeli  soldiers  shot  at  the  funeral  procession,  killing  a  father  and  his  son,  the  ministry  said.
",palestine
33,"Away from Gaza, violence also flares in the West Bank and East Jerusalem.",10/13/2023," The  next  day  settlers  and  Israeli  soldiers  shot  at  the  funeral  procession,  killing  a  father  and  his  son,  the  ministry  said.
",palestine
37,The Attack on Israel Demands Unity and Resolve,10/9/2023,"
Israelis  are  reeling,  in  shock  over  the  toll  of  people  killed,  wounded  and  taken  hostage,  and  the  world  is  mourning  with  them. ",israel
37,The Attack on Israel Demands Unity and Resolve,10/9/2023, The  militants  killed  more  than  800  Israelis  in  a  series  of  coordinated  rocket  attacks  and  continued  fighting. ,israel
37,The Attack on Israel Demands Unity and Resolve,10/9/2023,"
Israel  responded  to  this  aggression  with  strikes  in  Gaza,  killing  at  least  687  Palestinians  so  far,  and  Prime  Minister  Benjamin  Netanyahu  warned  Israelis  that  this  will  be  “a  long  war.”
",palestine
40,Blinken Touring Mideast to Build Support for Israel,10/14/2023," He  made  clear  that  the  United  States  fully  supports  Israel's  counterattack  in  response  to  Hamas's  cross-border  incursion,  which  killed  more  than  1,300  people.He  sought  to  persuade  Arab  countries  to  limit  their  criticism  --  no  easy  task  as  devastating  Israeli  strikes  have  killed  about  1,900  Palestinians,  according  to  the  Palestinian  Health  Ministry.Mr. ",both
40,Blinken Touring Mideast to Build Support for Israel,10/14/2023," He  made  clear  that  the  United  States  fully  supports  Israel's  counterattack  in  response  to  Hamas's  cross-border  incursion,  which  killed  more  than  1,300  people.He  sought  to  persuade  Arab  countries  to  limit  their  criticism  --  no  easy  task  as  devastating  Israeli  strikes  have  killed  about  1,900  Palestinians,  according  to  the  Palestinian  Health  Ministry.Mr. ",both
45,Israel’s new unity government brings in opposition figures with military know-how.,10/11/2023,"
Israel’s  military  has  responded  with  a  devastating  wave  of  airstrikes  in  Gaza,  killing  hundreds  and  injuring  thousands,  and  its  troops  appear  to  be  preparing  for  a  ground  invasion,  a  move  that  would  likely  massively  increase  the  loss  of  life  in  the  densely  populated  enclave. ",palestine
46,"Behind Curtains, Tense Diplomacy To Curtail Siege",10/16/2023," Israel  says  Hamas  members  live  among  the  civilian  community  and  hide  in  homes,  schools  and  hospitals.An  Israeli  fighter  jet  also  launched  a  missile  that,  the  Israeli  military  claimed,  killed  Billal  Al  Kedra,  described  by  Israel  as  a  Hamas  commander  responsible  for  the  massacre  at  Israel's  Kibbutz  Nirim  on  Oct.  7.",palestine
46,"Behind Curtains, Tense Diplomacy To Curtail Siege",10/16/2023,"Israel's  retaliatory  strikes  have  killed  at  least  2,670  people  in  Gaza  over  the  past  week,  according  to  the  Palestinian  Health  Ministry. ",palestine
46,"Behind Curtains, Tense Diplomacy To Curtail Siege",10/16/2023," Palestinian  news  media  reported  on  Sunday  that  an  Israeli  strike  on  a  home  in  Rafah,  near  the  closed  Egypt  border  crossing,  had  killed  at  least  17  members  of  a  family.Israeli  officials  said  over  the  weekend  that  of  the  1,300  people  killed  in  Israel  by  Hamas  militants  during  the  Oct.  7  raid,  at  least  258  were  Israeli  soldiers. ",both
46,"Behind Curtains, Tense Diplomacy To Curtail Siege",10/16/2023," Palestinian  news  media  reported  on  Sunday  that  an  Israeli  strike  on  a  home  in  Rafah,  near  the  closed  Egypt  border  crossing,  had  killed  at  least  17  members  of  a  family.Israeli  officials  said  over  the  weekend  that  of  the  1,300  people  killed  in  Israel  by  Hamas  militants  during  the  Oct.  7  raid,  at  least  258  were  Israeli  soldiers. ",both
46,"Behind Curtains, Tense Diplomacy To Curtail Siege",10/16/2023," Hezbollah  claimed  responsibility  on  Sunday  for  an  attack  on  the  northern  Israeli  settlement  of  Shtula  that  killed  at  least  one  Israeli  and  injured  three  others.The  Israeli  military  declared  the  area  adjacent  to  the  Lebanon  border  an  ""isolation  zone""  and  said  no  one  would  be  allowed  in.And  in  Syria,  officials  over  the  weekend  accused  Israel  of  conducting  airstrikes  at  the  Aleppo  airport. ",israel
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023," Israeli  warplanes  struck  hundreds  of  sites  in  Gaza,  which  is  controlled  by  the  militant  group  Hamas,  including  mosques  and  a  marketplace,  while  Israeli  troops  battled  to  regain  control  of  towns  overrun  on  Saturday  by  Hamas  gunmen.More  than  900  people  have  been  killed  in  Israel,  the  Israel  Defense  Forces  said. ",israel
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023,"At  least  687  Palestinians  were  killed  and  at  least  3,726  injured,  the  authorities  in  Gaza  said. ",palestine
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023," The  death  toll  is  believed  to  include  not  only  the  casualties  in  Gaza,  but  also  some  of  the  assailants  who  were  killed  in  the  attack  on  Israel,  though  it  was  not  immediately  clear  how  many.Israel  mobilized  300,000  military  reservists,  an  enormous  number  for  a  country  of  9  million  people,  amid  signs  that  it  could  be  preparing  for  a  major  ground  invasion  of  Gaza  and  the  possible  opening  of  another  front  against  the  Lebanese  Shiite  group  Hezbollah  in  the  north.In  a  televised  address  on  Monday  night,  Prime  Minister  Benjamin  Netanyahu  of  Israel,  who  has  warned  of  a  long  war  ahead,  vowed  to  ""eliminate""  Hamas. ",both
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023," A  Red  Crescent  paramedic,  who  was  not  authorized  to  speak  to  the  media  and  requested  anonymity,  said  60  people  were  killed  there.Videos  shared  on  social  media  and  distributed  by  Palestinian  news  agencies  showed  bodies  strewn  amid  the  debris  of  what  moments  earlier  had  been  stands  selling  produce  and  other  goods. ",palestine
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023,"""  a  man  was  heard  yelling  in  one  video.Israeli  strikes  also  hit  four  mosques  in  the  Shati  refugee  camp  on  Monday,  according  to  Gaza  authorities,  toppling  their  domes  and  killing  worshipers  inside. ",palestine
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023," It  confirmed  hitting  several  mosques,  saying  that  they  contained  Hamas  infrastructure  or  fighters.The  United  Nations  and  Palestinian  officials  said  that  at  least  two  hospitals  and  multiple  homes  had  also  been  hit,  and  many  Gazans  said  they  had  nowhere  to  go  to  escape  the  Israeli  strikes.President  Biden  said  at  least  11  U.S.  citizens  were  confirmed  killed  in  the  Hamas  attack,  and  an  unknown  number  were  unaccounted  for. ",israel
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023,"Many  other  foreign  nationals  were  reported  dead,  wounded  or  missing,  including  12  Thais  killed,  11  kidnapped  and  nine  wounded,  according  to  their  government. ",israel
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023," France  said  two  of  its  nationals  were  killed  and  14  were  unaccounted  for.Israel  has  asked  the  United  States  to  supply  it  with  more  precision-guided  munitions  for  its  warplanes  and  more  missiles  for  its  Iron  Dome  air  defense  system,  requests  the  Biden  administration  is  working  on,  according  to  a  U.S.  official  who  spoke  on  condition  of  anonymity  to  discuss  internal  deliberations. ",israel
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023," A  senior  Pentagon  official  said  the  United  States  was  already  accelerating  shipments  of  such  weapons.More  than  100  people  were  killed  over  the  weekend  in  a  Hamas  assault  on  an  Israeli  kibbutz,  Be'eri,  said  Moti  Bukjin,  a  spokesman  for  the  ZAKA  relief  organization,  which  was  recovering  bodies  there  on  Monday. ",israel
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023," There  were  killed  children  there,""  he  said,  adding  that  there  were  dozens  of  dead  militants  in  the  town  as  well.At  least  109  people  were  killed  by  gunmen  who  swarmed  into  a  weekend  music  festival  at  a  venue  in  Israel  three  miles  from  the  Gaza  border  on  Saturday. ",israel
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023," There  were  killed  children  there,""  he  said,  adding  that  there  were  dozens  of  dead  militants  in  the  town  as  well.At  least  109  people  were  killed  by  gunmen  who  swarmed  into  a  weekend  music  festival  at  a  venue  in  Israel  three  miles  from  the  Gaza  border  on  Saturday. ",israel
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023," Videos  show  panicked  concertgoers  fleeing  south  into  the  desert  and  more  than  100  abandoned  vehicles  on  the  side  of  the  road.Hamas's  armed  wing,  the  Al  Qassam  Brigades,  said  four  Israelis  were  killed  in  one  of  the  Israeli  airstrikes,  along  with  the  Palestinian  gunmen  who  were  holding  them  captive,  a  claim  that  could  not  be  independently  verified.A  new  barrage  of  rockets  fired  into  Israel  from  Gaza  injured  seven  people  on  Monday,  officials  said,  while  sirens  blared  in  Jerusalem  and  across  central  Israel. ",both
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023,"""We  thought  by  this  morning  we'd  be  in  a  better  place,""  he  said.Israeli  rescue  workers  were  still  extracting  the  bodies  of  civilians  who  were  killed  in  their  homes  by  Hamas  gunmen  on  Saturday.Mr. ",israel
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023, At  least  900  people  have  been  killed  in  Israel  since  Hamas's  incursion  began. ,israel
47,Israel Orders Siege; Hamas Issues Threats,10/10/2023," (PHOTOGRAPH  BY  HATEM  ALI/ASSOCIATED  PRESS);  An  image  from  a  video  after  an  attack  that  killed  109,  and  perhaps  many  more,  at  a  music  festival  in  Israel. ",israel
49,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"

But  rather  than  finding  safety  from  a  feared  ground  invasion,  at  least  70  people  were  killed  along  the  way  when  Israeli  airstrikes  hit  some  of  the  vehicles  fleeing  south,  according  to  Gazan  authorities.
",palestine
49,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"

Gaza  has  been  under  intense  airstrikes  for  nearly  a  week,  an  onslaught  unleashed  after  Hamas,  the  group  that  controls  the  territory,  launched  a  surprise  attack  on  southern  Israel  over  the  weekend  that  killed  more  than  1,300  people,  including  civilians  and  soldiers.

",israel
49,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"

Israeli  airstrikes  have  killed  more  than  1,900  people  in  Gaza  since  then,  according  to  the  territory’s  Health  Ministry,  a  toll  that  has  been  rapidly  rising  each  day. ",palestine
49,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"

The  Palestinian  Health  Ministry  in  Gaza  said  that  airstrikes  had  killed  at  least  70  Palestinians  and  injured  200  who  were  trying  to  flee  the  north  by  car  on  a  main  highway  —  one  of  the  few  routes  to  an  area  farther  south. ",palestine
49,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"
Some  of  those  killed  as  they  were  trying  to  flee  were  left  in  the  road,  as  no  one  dared  to  stop  and  pick  them  up,  Gazan  authorities  said.
",palestine
49,Thousands Flee Northern Gaza as Israeli Evacuation Order Stirs Panic,10/13/2023,"







People  at  a  candelight  vigil  in  Tel  Aviv  for  those  killed  in  the  war  and  for  the  Isaeli  hostages  held  by  Hamas  on  Thursday  night,  Oct.  12,  2023. ",israel
