,article_index,article_title,article_date,sentence,category,auto_tagged_voice
112,67,Families of Israeli hostages held by Hamas cling to digital clues,10/19/2023," At  least  1,400  people  in  Israel  have  been  killed.
",israel,PASSIVE
113,70,Blinken invokes Jewish ancestry in his address to grieving Israeli public,10/13/2023,"
At  least  25  Americans  have  been  killed  following  Hamas's  assault  on  Saturday,  said  Blinken,  but  U.S.  officials  have  declined  to  say  how  many  Americans  have  been  taken  hostage.
",israel,PASSIVE
114,74,Friday briefing: Israel tells people to evacuate northern Gaza; Steve Scalise; Elijah McClain verdict; Taylor Swift; and more,10/13/2023," Israel  said  it  plans  to  end  Hamas  rule  after  the  group  killed  more  than  1,300  people. ",israel,ACTIVE
115,74,Friday briefing: Israel tells people to evacuate northern Gaza; Steve Scalise; Elijah McClain verdict; Taylor Swift; and more,10/13/2023," Over  1,500  people  have  been  killed. ",palestine,PASSIVE
116,74,Friday briefing: Israel tells people to evacuate northern Gaza; Steve Scalise; Elijah McClain verdict; Taylor Swift; and more,10/13/2023," Hamas  said  13  hostages  have  been  killed  in  Israeli  strikes.2

Steve  Scalise  dropped  his  bid  to  become  House  speaker  last  night.


",israel,PASSIVE
117,76,Israel was judged guilty of bombing a Gaza hospital before the evidence was in,10/18/2023, The  Hamas-controlled  Palestinian  Health  Ministry  in  Gaza  immediately  blamed  the  blast  on  an  Israeli  airstrike  and  claimed  that  500  civilians  had  been  killed. ,palestine,PASSIVE
118,76,Israel was judged guilty of bombing a Gaza hospital before the evidence was in,10/18/2023," (BBC  alert:  ""Hundreds  of  people  have  been  killed  in  an  Israeli  strike  on  a  hospital  in  Gaza,  according  to  Palestinian  officials."") ",palestine,PASSIVE
119,78,Why Egypt’s Rafah border crossing is vital for Gaza crisis,10/17/2023," Egypt  has  long  feared  spillover  instability  from  Gaza.What  happened  at  Rafah?On  Oct.  7,  Hamas  militants  based  in  Gaza  launched  a  multipronged  assault  on  Israel  that  has  killed  at  least  1,400  Israelis. ",israel,ACTIVE
120,78,Why Egypt’s Rafah border crossing is vital for Gaza crisis,10/17/2023,"
Israel's  bombing  in  Gaza  has  wounded  or  killed  thousands  of  Palestinians. ",palestine,
121,79,"Hamas received weapons and training from Iran, officials say",10/10/2023,"
U.S.  and  Israeli  officials  said  they  have  no  firm  evidence  so  far  that  Iran  authorized  or  directly  coordinated  the  attack  that  killed  more  than  900  Israelis  and  wounded  thousands. ",israel,ACTIVE
122,80,Fighting and rhetoric intensify as third day of Israel-Hamas war ends,10/9/2023," President  Biden  said  the  United  States  stood  ""shoulder-to-shoulder""  with  Israel  and  promised  more  help.Here's  what  to  knowAt  least  900  people  have  been  killed  in  Israel  and  about  2,600  wounded,  according  to  reports  in  local  media. ",israel,PASSIVE
123,80,Fighting and rhetoric intensify as third day of Israel-Hamas war ends,10/9/2023, Israeli  authorities  have  also  said  that  73  soldiers  have  been  killed  and  more  than  100  people  taken  captive. ,israel,PASSIVE
124,80,Fighting and rhetoric intensify as third day of Israel-Hamas war ends,10/9/2023," Palestinian  authorities  said  that  in  Gaza,  at  least  680  people  have  been  killed  and  about  3,700  injured.
",palestine,PASSIVE
125,81,The difficulty in reporting from Gaza,10/17/2023,"
The  Palestinian  producer  interviewed  civilians  seeking  shelter  from  Israeli  airstrikes  at  Gaza  City's  main  hospital,  where  hallways  were  crowded  with  the  wounded  and  dying. ",palestine,
126,81,The difficulty in reporting from Gaza,10/17/2023,"
Reporting  at  Gaza  City's  al-Shifa  Hospital,  BBC  Arabic  reporter  Adnan  Elbursh  and  his  team  discovered  their  own  neighbors,  relatives  and  friends  among  those  injured  and  killed.
",palestine,
127,81,The difficulty in reporting from Gaza,10/17/2023,"""

In  the  days  since  an  Oct.  7  Hamas  attack  on  Israel  killed  more  than  1,400  people,  Israel's  retaliatory  assault  has  killed  more  than  2,700  people  in  Gaza. ",both,ACTIVE
128,81,The difficulty in reporting from Gaza,10/17/2023,"""

In  the  days  since  an  Oct.  7  Hamas  attack  on  Israel  killed  more  than  1,400  people,  Israel's  retaliatory  assault  has  killed  more  than  2,700  people  in  Gaza. ",both,ACTIVE
129,81,The difficulty in reporting from Gaza,10/17/2023," Eleven  Palestinian  journalists  and  three  Israeli  journalists  have  been  killed,  according  to  the  Committee  to  Protect  Journalists. ",both,PASSIVE
130,82,"‘Every Hamas member is a dead man,’ Netanyahu says in fiery speech, as Israel masses troops near Gaza Strip",10/11/2023," Hamas  said  Wednesday  that  Israeli  strikes  targeted  the  leader  of  its  military  wing,  killing  his  brother,  as  Israel  pledged  to  focus  its  fire  on  Hamas  leaders. ",palestine,ACTIVE
131,82,"‘Every Hamas member is a dead man,’ Netanyahu says in fiery speech, as Israel masses troops near Gaza Strip",10/11/2023," officials  said  at  least  22  American  citizens  have  been  killed,  and  at  least  17  others  are  unaccounted  for,  including  some  held  hostage  by  Hamas. ",israel,PASSIVE
132,82,"‘Every Hamas member is a dead man,’ Netanyahu says in fiery speech, as Israel masses troops near Gaza Strip",10/11/2023,"
The  Hamas  attack  has  killed  at  least  1,200  people  in  Israel  and  wounded  more  than  2,700,  authorities  said. ",israel,ACTIVE
133,82,"‘Every Hamas member is a dead man,’ Netanyahu says in fiery speech, as Israel masses troops near Gaza Strip",10/11/2023," Palestinian  officials  said  Israeli  strikes  have  killed  1,100  people  and  injured  5,339  in  Gaza.
",palestine,ACTIVE
134,83,Four things to watch in the Israel-Hamas war,10/10/2023," In  Israel,  more  than  1,000  people  have  been  killed  since  Saturday's  attacks,  according  to  the  Associated  Press. ",israel,PASSIVE
135,84,"Israel’s massive mobilization of 360,000 reservists upends lives",10/10/2023," At  one  point  before  they  landed,  everyone  on  the  plane  stood  up  and  sang  the  national  anthem  in  memory  of  those  who  had  died. ",israel,ACTIVE
136,88,"In speech, Biden urges aid for 2 allies",10/20/2023,"
At  least  1,400  people  in  Israel  have  been  killed  and  more  than  4,500  injured  since  the  unprecedented  cross-border  Hamas  attack  on  Oct.  7,  Israeli  authorities  have  said,  when  militants  hunted  down  and  attacked  civilians. ",israel,PASSIVE
137,88,"In speech, Biden urges aid for 2 allies",10/20/2023," Palestinian  officials  have  said  that  3,785  people  in  Gaza  have  been  killed  and  more  than  12,400  wounded  in  the  airstrikes  that  Israel  has  launched  in  response.
",palestine,PASSIVE
138,89,"Amid Gaza aid delay, protests surge across region",10/20/2023," At  the  Nur  Shams  refugee  camp,  funeral  processions  wound  through  the  narrow  streets  Friday  after  a  day-long  Israeli  raid  in  the  area  killed  at  least  13  people  there. ",palestine,ACTIVE
139,89,"Amid Gaza aid delay, protests surge across region",10/20/2023, I  feel  their  pain  while  they  watch  as  their  children  get  killed.,palestine,PASSIVE
140,89,"Amid Gaza aid delay, protests surge across region",10/20/2023,"
At  least  1,400  people  in  Israel  have  been  killed  and  more  than  4,500  injured  since  the  Hamas  attack  on  Oct.  7,  according  to  Israeli  authorities. ",israel,PASSIVE
141,89,"Amid Gaza aid delay, protests surge across region",10/20/2023," Palestinian  officials  said  Israeli  strikes  have  killed  4,137  people  in  Gaza  and  wounded  more  than  13,200.
",palestine,ACTIVE
142,89,"Amid Gaza aid delay, protests surge across region",10/20/2023,"
At  the  Nur  Shams  refugee  camp  where  at  least  13  people  were  killed  in  an  Israeli  raid  Thursday,  residents  said  similar  incidents,  arrests  and  clashes  with  Israeli  soldiers  and  settlers  have  been  on  the  rise  since  Oct.  7. ",palestine,PASSIVE
143,89,"Amid Gaza aid delay, protests surge across region",10/20/2023,"
Israel's  military  said  an  ""aircraft  struck  an  armed  terrorist  squad  that  posed  a  threat  to  the  soldiers  in  the  area,  killing  a  number  of  terrorists,""  in  a  statement  Thursday. ",palestine,ACTIVE
144,89,"Amid Gaza aid delay, protests surge across region",10/20/2023,"
""They  want  revenge  for  what  happened  in  Gaza,""  said  Ahmed  Zazah,  a  university  professor  from  Jenin  and  family  friend  of  one  of  the  people  killed  Thursday. ",palestine,ACTIVE
145,89,"Amid Gaza aid delay, protests surge across region",10/20/2023," The  United  Nations  added  that  it  has  received  reports  of  Israeli  security  forces  killing  69  Palestinians,  including  at  least  15  children  and  one  woman,  in  the  West  Bank  since  Oct.  7.
",palestine,ACTIVE
146,89,"Amid Gaza aid delay, protests surge across region",10/20/2023, Palestinian  authorities  blamed  the  strike  on  Israel  and  said  it  killed  471  people. ,palestine,ACTIVE
147,89,"Amid Gaza aid delay, protests surge across region",10/20/2023," At  least  18  people  were  killed,  said  Maher  Ayyad,  72,  a  member  of  the  religious  community  based  at  the  church.
",palestine,PASSIVE
148,89,"Amid Gaza aid delay, protests surge across region",10/20/2023," ""We  can't  just  watch  our  people  being  slaughtered  in  silence,""  he  said,  adding  that  Iraqi  ""resistance  forces""  —  a  reference  to  the  Iran-backed  militias  —  had  started  attacking  U.S.  bases  in  Iraq  in  recent  days.
",palestine,PASSIVE
149,91,"Israeli troops still clearing houses, as strikes hit Gaza Strip",10/7/2023,"Here's  what  to  knowThe  Hamas  military  operation  has  killed  at  least  250  Israelis  and  left  thousands  more  injured,  according  to  the  national  emergency  service  Maged  David  Adom. ",israel,ACTIVE
150,91,"Israeli troops still clearing houses, as strikes hit Gaza Strip",10/7/2023," Israeli  strikes  have  killed  at  least  230  people  in  the  Gaza  Strip  and  injured  about  1,700,  according  to  the  Palestinian  Health  Ministry. ",palestine,ACTIVE
151,93,"Documents found on fighters reveal Hamas capabilities, bloody plans",10/22/2023,"
Those  who  have  worked  to  remove  the  bodies  of  hundreds  of  Palestinian  militants  killed  in  the  assault  say  that  corpses  are  first  checked  over  by  bomb  squads  to  make  sure  there  are  no  hidden  explosives.
",palestine,
152,95,"During the chaos of war, Israel tourism goes dark",10/12/2023,"
In  the  days  since  violence  erupted  in  Israel  and  Gaza,  more  than  2,600  people  have  been  killed  and  at  least  25  American  citizens  are  among  the  dead. ",palestine,PASSIVE
153,95,"During the chaos of war, Israel tourism goes dark",10/12/2023," My  brother  was  killed  by  Israeli  soldiers,""  he  said.  """,palestine,PASSIVE
154,102,President backs Israel's hospital claim,10/19/2023," 


TEL  AVIV  -  President  Biden  on  Wednesday  firmly  backed  Israel's  position  that  it  was  not  responsible  for  the  recent  blast  at  a  Gaza  hospital  site  that  killed  numerous  people,  making  his  comments  during  a  risky  trip  here  while  the  region  is  still  engulfed  in  turmoil.
",palestine,ACTIVE
155,102,President backs Israel's hospital claim,10/19/2023," I  truly  grieve  for  the  families  who  were  killed  or  wounded  by  this  tragedy,""  Biden  said. ",palestine,PASSIVE
156,102,President backs Israel's hospital claim,10/19/2023,"
Since  the  hospital  was  devastated  Tuesday  by  a  strike  that  Palestinian  authorities  said  killed  hundreds  of  people,  Israel  and  the  United  States  have  been  the  targets  of  rage,  condemnation  and  protest  that  have  surged  across  the  Middle  East. ",palestine,ACTIVE
157,102,President backs Israel's hospital claim,10/19/2023,"
Biden  arrived  in  an  active  war  zone  at  a  tense  and  unpredictable  moment  as  Israel  prepares  for  an  expected  ground  incursion  into  Gaza  in  response  to  a  brutal  surprise  attack  by  Hamas  that  killed  at  least  1,400  Israelis. ",israel,ACTIVE
158,102,President backs Israel's hospital claim,10/19/2023," Israel  has  launched  an  aerial  counterattack  that  has  killed  roughly  3,000  people  in  Gaza.
",palestine,ACTIVE
159,104,Hamas vows to broadcast hostage executions. Tech firms can't stop them.,10/22/2023," Some  have  already  been  killed,  according  to  video  reviewed  by  The  Washington  Post.
",israel,PASSIVE
160,106,Lawmakers echo Israeli rhetoric ahead of Gaza ground offensive,10/13/2023,"
U.S.  lawmakers  on  Capitol  Hill  have  been  eager  in  the  days  since  Hamas  murdered  1,200  people  and  Israel  declared  war  in  response,  to  demonstrate  the  depths  of  their  support  for  the  Jewish  state  in  its  time  of  need.
",israel,ACTIVE
