article_index,article_title,article_date,sentence,category,auto_tagged_voice
64,Assault by Hamas Rewrites The Rules in the Middle East,2023-10-12," Israel's  high-tech  border-surveillance  system  around  Gaza  was  knocked  down  with  cheap  drones,  senior  officers  were  killed  at  captured  Israeli  military  bases,  and  it  took  several  hours  for  Israeli  forces  to  start  driving  back  Hamas  --  time  that  Palestinian  gunmen  used  to  murder  or  kidnap  civilians.
",israel,ACTIVE
64,Assault by Hamas Rewrites The Rules in the Middle East,2023-10-12," Several  hundred  Gaza  residents,  including  civilians,  were  killed  since  then,  according  to  the  Hamas-controlled  ministry  of  health,  and  key  infrastructure  destroyed.
",palestine,PASSIVE
66,Israel Mourns and Prepares for War,2023-10-21," Its  inhabitants  were  murdered,  their  hands  tied  behind  their  backs,  shot  and  in  some  cases  finished  off  with  a  knife. ",israel,PASSIVE
66,Israel Mourns and Prepares for War,2023-10-21, The  city's  fire  chief  was  shot  point-blank  while  fighting  a  blaze  in  a  house  where  a  handicapped  couple  was  trapped. ,israel,PASSIVE
66,Israel Mourns and Prepares for War,2023-10-21, An  officer  planning  the  liberation  of  another  kibbutz  was  informed  that  his  own  son  was  among  the  first  killed. ,israel,
67,Gaza Hospital Explosion Stuns Overworked Doctors; 'No Place Is Safe Now'; Tens of thousands of Gazans have flocked to hospitals for shelter amid Israeli bombing campaign,2023-10-18,"
Hundreds  of  people  died  in  Tuesday  night's  blast  at  the  compound  of  the  Al-Ahli  Arab  hospital  ,  according  to  Gaza's  health  ministry,  which  is  run  by  Hamas,  the  militant  group  that  is  designated  as  a  terror  organization  by  the  U.S.  and  that  rules  the  enclave.
",palestine,ACTIVE
67,Gaza Hospital Explosion Stuns Overworked Doctors; 'No Place Is Safe Now'; Tens of thousands of Gazans have flocked to hospitals for shelter amid Israeli bombing campaign,2023-10-18," About  1,400  Israelis  died  in  that  assault. ",israel,ACTIVE
67,Gaza Hospital Explosion Stuns Overworked Doctors; 'No Place Is Safe Now'; Tens of thousands of Gazans have flocked to hospitals for shelter amid Israeli bombing campaign,2023-10-18," Gazan  authorities  say  3,000  Palestinians  have  died  and  12,500  were  injured  during  subsequent  Israeli  airstrikes.
",palestine,ACTIVE
67,Gaza Hospital Explosion Stuns Overworked Doctors; 'No Place Is Safe Now'; Tens of thousands of Gazans have flocked to hospitals for shelter amid Israeli bombing campaign,2023-10-18,"
Zaqout  says  he  had  to  let  patients  with  more  serious  wounds  die,  including  children  with  brain  injuries,  to  focus  on  those  he  could  save. ",palestine,ACTIVE
67,Gaza Hospital Explosion Stuns Overworked Doctors; 'No Place Is Safe Now'; Tens of thousands of Gazans have flocked to hospitals for shelter amid Israeli bombing campaign,2023-10-18," People  outside  the  emergency  room  told  him  his  name  was  ""Muath""  and  that  his  father  had  just  died. ",palestine,ACTIVE
67,Gaza Hospital Explosion Stuns Overworked Doctors; 'No Place Is Safe Now'; Tens of thousands of Gazans have flocked to hospitals for shelter amid Israeli bombing campaign,2023-10-18,"
""I  saved  the  child,  but  killed  the  father,""  he  said. ",palestine,ACTIVE
67,Gaza Hospital Explosion Stuns Overworked Doctors; 'No Place Is Safe Now'; Tens of thousands of Gazans have flocked to hospitals for shelter amid Israeli bombing campaign,2023-10-18," Al  Shamali's  wife,  his  children  and  uncle  were  all  killed,  while  his  brother  sustained  extensive  fractures  and  cuts.
",palestine,PASSIVE
68,"Hamas's Gaza Chief, Once a High-Profile Prisoner in Israel, Is Now a 'Dead Man Walking'; Israeli officials blame Yahya Sinwar for the Oct. 7 attacks and vow to kill him",2023-10-21,"
Israel  has  accused  Sinwar,  alongside  the  commander  of  Hamas's  military  wing  ,  Mohammed  Deif,  of  coordinating  the  brutal  Oct.  7  attacks  that  killed  1,400  Israelis,  including  1,000  civilians. ",israel,ACTIVE
71,Anti-Zionism Is a More Malevolent Form of Anti-Semitism,2023-10-17," Hamas  has  emerged  victorious  in  that  contest,  proving  that  it  can  kill  more  Jews  in  a  day  than  the  combined  Arab  armies  ever  did  and  that  it  can  torment  Jews  as  brutally  as  the  Nazis  ever  did.
",israel,ACTIVE
73,World-Wide,2023-10-18," 
An  explosion  rocked  a  hospital  in  Gaza,  killing  hundreds  of  people  in  one  of  the  deadliest  single  incidents  of  violence  in  the  strip,  hours  before  Biden  was  expected  to  visit  Israel  in  a  show  of  support.
",palestine,ACTIVE
78,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-10,"
For  Ohayon,  the  fight  is  personal:  On  Saturday,  he  found  the  body  of  a  friend  from  Jerusalem  among  those  killed  by  Hamas  fighters  at  a  desert  dance  party.
",israel,
78,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-10,"
At  least  900  Israelis  were  killed  during  the  weekend  assault,  according  to  state  broadcaster  Kan.. ",israel,PASSIVE
78,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-10," At  least  two  Palestinian  militants  were  killed  in  an  attack  they  carried  out  overnight  near  the  Sa'ad  kibbutz,  according  to  Israeli  state  broadcaster  Kan.. ",palestine,PASSIVE
78,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-10," In  the  nearby  city  of  Sderot,  smoke  rose  from  the  smoldering  rubble  of  the  city  police  station,  where  Israeli  security  forces  had  used  a  bulldozer  to  raze  the  building  over  the  weekend  and  kill  a  small  group  of  Palestinian  fighters  who  had  made  a  last  stand  inside.
",palestine,ACTIVE
78,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-10,"
He  said  dozens  were  killed  in  Sderot,  including  friends  and  neighbors. ",israel,PASSIVE
78,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-10,"
Meanwhile,  the  White  House  said  at  least  11  Americans  had  been  killed  in  the  conflict,  with  other  U.S.  citizens  unaccounted  for.
",israel,PASSIVE
78,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-10, He  claimed  that  Israeli  bombing  had  already  killed  four  hostages  held  by  his  group;  it  wasn't  possible  to  verify  his  claim. ,israel,ACTIVE
78,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-10,"
In  Beit  Hanoun,  a  family  of  20  people  including  women  and  children,  were  all  killed,  said  Marouf. ",palestine,PASSIVE
78,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-10," They  killed  hundreds  of  civilians  and  soldiers,  and  took  scores  more  back  into  Gaza  as  hostages.
",israel,ACTIVE
86,"Biden, Deterrence and Iran; The ruling mullahs in Tehran have to know that their targets are at risk if they escalate the war against Israel.",2023-10-15," Hamas  terrorists  killed  at  least  29  Americans  in  their  bloody  assault,  and  an  unknown  number  of  U.S.  citizens  are  captives  in  Gaza. ",israel,ACTIVE
87,President Biden Calls Attack on Israel 'Sheer Evil'; Biden condemns Hamas attack as Israel readies for ground war in Gaza amid fears of wider conflict,2023-10-11,"
Israeli  airstrikes  reduced  parts  of  an  upmarket  Gaza  City  neighborhood  to  rubble  as  the  Israeli  government  stepped  up  its  reaction  to  this  weekend's  cross-border  incursion  by  Hamas  gunmen  who  killed  more  than  1,000  civilians  and  took  more  than  100  hostages  .
",israel,ACTIVE
87,President Biden Calls Attack on Israel 'Sheer Evil'; Biden condemns Hamas attack as Israel readies for ground war in Gaza amid fears of wider conflict,2023-10-11,"
Israeli  strikes  have  killed  900  people  in  Gaza  since,  according  to  the  Palestinian  enclave's  health  ministry. ",palestine,ACTIVE
87,President Biden Calls Attack on Israel 'Sheer Evil'; Biden condemns Hamas attack as Israel readies for ground war in Gaza amid fears of wider conflict,2023-10-11," On  Wednesday,  an  Israeli  strike  on  a  house  in  Gaza  killed  the  brother  of  Mohammed  Deif,  the  military  commander  of  Hamas,  according  to  Arabic  broadcaster  Al-Mayadeen.
",palestine,ACTIVE
87,President Biden Calls Attack on Israel 'Sheer Evil'; Biden condemns Hamas attack as Israel readies for ground war in Gaza amid fears of wider conflict,2023-10-11," Palestinian  militants  launched  more  rockets  into  southern  Israel  on  Tuesday,  killing  two  foreign  workers  in  the  Eshkol  region,  according  to  Israeli  first  responders.
",israel,ACTIVE
87,President Biden Calls Attack on Israel 'Sheer Evil'; Biden condemns Hamas attack as Israel readies for ground war in Gaza amid fears of wider conflict,2023-10-11,"
Elsewhere,  Israeli  police  shot  dead  two  Palestinians  who  threw  fireworks  at  police  in  East  Jerusalem's  Silwan  neighborhood  on  Tuesday,  according  to  Israeli  police  and  the  Palestinian  Red  Crescent.
",palestine,ACTIVE
87,President Biden Calls Attack on Israel 'Sheer Evil'; Biden condemns Hamas attack as Israel readies for ground war in Gaza amid fears of wider conflict,2023-10-11,"
An  exchange  of  fire  on  Monday  killed  at  least  three  members  of  the  group  and  one  Israeli  military  officer. ",israel,ACTIVE
89,"Palestinian Lives Matter, Except to Hamas",2023-10-17,"
Contrast  that  with  Hamas,  which  gave  no  warning  to  the  Israeli  and  foreign  civilians  it  slaughtered  on  Oct.  7. ",israel,ACTIVE
92,Will the World Face Up to Hamas's Atrocities?,2023-10-18,"
He  filmed  as  he  murdered  my  grandmother,  using  my  grandmother's  phone  and  sharing  the  video  on  her  Facebook  page  for  all  her  friends  and  family  to  see. ",israel,ACTIVE
92,Will the World Face Up to Hamas's Atrocities?,2023-10-18, We  still  don't  have  a  clear  count  of  those  who  were  killed  and  kidnapped. ,israel,PASSIVE
93,Hamas Targets Jews but Slaughters Indiscriminately; One victim was a nurse from the Philippines.,2023-10-13," It  told  of  a  nurse  from  the  Philippines—identified  only  as  ""Angeline,""  her  smile  in  a  photo  alongside  living  up  to  her  sweet  name—who  was  murdered  by  Hamas  at  a  kibbutz  three  miles  from  Gaza. ",israel,PASSIVE
93,Hamas Targets Jews but Slaughters Indiscriminately; One victim was a nurse from the Philippines.,2023-10-13," She'd  been  caring  for  an  old  Israeli  woman,  who  was  also  murdered. ",israel,PASSIVE
93,Hamas Targets Jews but Slaughters Indiscriminately; One victim was a nurse from the Philippines.,2023-10-13," At  least  21  Thai  laborers  were  killed  by  Hamas  terrorists,  who  murdered  more  than  a  few  non-Jews  even  as  they  sought  to  slaughter  every  Jew  they  encountered.
",israel,PASSIVE
93,Hamas Targets Jews but Slaughters Indiscriminately; One victim was a nurse from the Philippines.,2023-10-13," At  least  21  Thai  laborers  were  killed  by  Hamas  terrorists,  who  murdered  more  than  a  few  non-Jews  even  as  they  sought  to  slaughter  every  Jew  they  encountered.
",israel,ACTIVE
93,Hamas Targets Jews but Slaughters Indiscriminately; One victim was a nurse from the Philippines.,2023-10-13," At  least  21  Thai  laborers  were  killed  by  Hamas  terrorists,  who  murdered  more  than  a  few  non-Jews  even  as  they  sought  to  slaughter  every  Jew  they  encountered.
",israel,ACTIVE
93,Hamas Targets Jews but Slaughters Indiscriminately; One victim was a nurse from the Philippines.,2023-10-13," And  as  Sisterey  digs  in  for  the  long  haul,  she  prays  for  Angeline,  her  fellow  traveler  from  the  Philippines,  who  died  in  pursuit  of  her  own  modest  ambitions.
",israel,ACTIVE
95,Hamas's Hospital Lie and the Laws of War,2023-10-19,"
Headlines  have  since  changed,  but  the  world  received  the  story  essentially  as  Rep.  Rashida  Tlaib  (D.,  Mich.)  put  it  on  Twitter:  ""Israel  just  bombed  the  Baptist  Hospital  killing  500  Palestinians  (doctors,  children,  patients)  just  like  that."" ",palestine,ACTIVE
